X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
0.5499405469678954,0.5519904931669638,0.04394827780858315,0.04394778722317575,0.002866004475678222,0.006161971830985915,0.014388489208633094,0.004031885310616536,0.7389162561576355,0.6651162790697674,0.1487603305785124,0.0,1.0,0.0,0.659464916708733,0.27371273712737126,0.81667843097711,0.008050233456770244,1.0,1.0,1.0,0.38344985505834206,0.24812915479582148,0.4043957750854303,0.608298755186722,0.7987202925045703,0.09772985244040862,0.0
0.05291319857312723,0.08674985145573381,0.2077208733891612,0.20772511084896328,0.07486945938518315,0.1522887323943662,0.17841726618705037,0.07997035291980949,0.5911330049261084,0.4790697674418605,0.18457300275482094,0.0,1.0,0.0,0.12831903079252902,0.6324525745257452,0.8847433699707573,0.06890999838995329,0.3448660714285714,0.537620849096259,1.0,0.725877566928942,0.5665337132003799,0.7164880397639017,0.5732883817427386,0.6104814137720902,1.0,0.0
0.02437574316290131,0.1265597147950089,0.22830711850185798,0.22831111089263967,0.25523143967649486,0.2306338028169014,0.19280575539568345,0.22125652531385695,0.19704433497536947,0.4046511627906977,0.06887052341597796,0.0,1.0,0.0,0.060979303382130236,0.509936766034327,0.37329837652515885,0.2073740138464015,0.6655844155844156,0.4706809583858764,0.0,0.8555455409125233,0.7396011396011397,0.7091099720410065,0.19164937759336098,0.495368677635588,1.0,0.0
0.02437574316290131,0.11170528817587641,0.1562108589654772,0.15622098733924855,0.4216952612775313,0.5721830985915493,0.6,0.4049446207829429,0.18719211822660098,0.4883720930232558,0.19008264462809918,0.0,1.0,0.0,0.05906108026249369,0.5711382113821138,0.9403045275789049,0.17211399130574784,0.2218952922077922,0.3086380832282472,0.0,0.9086502155854912,0.7144539411206079,0.8369447033240136,0.483298755186722,0.5488117001828154,1.0,0.0
0.02437574316290131,0.12240047534165181,0.16396736648543114,0.16397136924568714,0.2550743983353618,0.22975352112676056,0.19568345323741007,0.22091974545845341,0.21182266009852216,0.40930232558139534,0.06336088154269973,0.0,1.0,0.0,0.06108026249369005,0.4848690153568202,0.38902894020369067,0.19948478505876668,0.6412337662337663,0.4631147540983606,0.0,0.8554724610849918,0.7329154795821463,0.7091099720410065,0.19974066390041495,0.49494210847044484,1.0,0.0
0.057074910820451845,0.0992275698158051,0.05817412873462331,0.05817943788497366,0.09438184602096501,0.20158450704225353,0.24028776978417266,0.09828614658841353,0.5714285714285714,0.4790697674418605,0.06887052341597796,0.0,1.0,0.0,0.14275618374558302,0.698509485094851,0.9149944539679338,0.08774754467879566,0.3191964285714285,0.4682639764606978,1.0,0.7503593091520303,0.6001139601139602,0.7452236719478098,0.5577282157676349,0.5951858622790981,1.0,0.0
0.028537455410225922,0.1021984551396316,0.029859016325540912,0.02986150960884416,0.1563739154332378,0.1443661971830986,0.1410071942446043,0.13482790418727442,0.2019704433497537,0.413953488372093,0.07988980716253444,0.0,1.0,0.0,0.07117617364967187,0.40243902439024387,0.36684481193909446,0.15005635163419737,0.7738433441558442,0.4585960487599832,0.0,0.803731943192614,0.6874074074074074,0.6528424976700838,0.1883298755186722,0.4927483241925655,1.0,0.0
0.02318668252080856,0.10457516339869281,0.20599750947886414,0.20600069962793685,0.2064701032546818,0.16549295774647887,0.15251798561151078,0.1808759346784275,0.22660098522167488,0.4186046511627907,0.18457300275482094,0.0,1.0,0.0,0.056234225138818775,0.39521228545618786,0.39639003730967026,0.1608436644662695,0.7437094155844155,0.5089323245060949,0.0,0.8331343938028305,0.7032478632478633,0.6818499534016775,0.20352697095435685,0.5006093845216332,1.0,0.0
0.02318668252080856,0.12715389185977422,0.1216451880103318,0.12164984226137929,0.27470456597699344,0.24911971830985916,0.23597122302158274,0.2390927915064839,0.21182266009852216,0.413953488372093,0.06887052341597796,0.0,1.0,0.0,0.057950530035335686,0.5438121047877145,0.41181809014823034,0.2110771212365158,0.6262175324675325,0.42675493905002104,0.0,0.8633163625733843,0.7423741690408359,0.7281376203789997,0.21146265560165972,0.4973796465569775,1.0,0.0
0.14863258026159334,0.21865715983363043,0.2919503852346087,0.29195807421970976,0.2399591692513054,0.27992957746478875,0.2820143884892086,0.20693211191021468,0.19704433497536947,0.4511627906976744,0.9173553719008265,0.0,1.0,0.0,0.3029782937910146,0.6324525745257452,0.9180195623676515,0.11640637578489775,0.37540584415584416,0.5519125683060109,0.0,0.8490170763196999,0.6795441595441597,0.7972584653619137,0.47183609958506223,0.4928092626447288,1.0,0.0
0.02318668252080856,0.11170528817587641,0.1527771051273743,0.152787636973201,0.4518079384397943,0.613556338028169,0.6158273381294964,0.4346736910255518,0.19704433497536947,0.48372093023255813,0.19008264462809918,0.0,1.0,0.0,0.05613326602725895,0.5589430894308943,0.9606735908036704,0.1743680566736435,0.2089082792207792,0.31168558217738546,0.0,0.9159581983386518,0.7166191832858501,0.8427694936315626,0.4937759336099585,0.5498476538695917,1.0,0.0
0.025564803804994055,0.11586452762923351,0.05559319264002896,0.055596971115487524,0.2377998508107259,0.1795774647887324,0.1841726618705036,0.20448710975920076,0.22167487684729065,0.40930232558139534,0.06887052341597796,0.0,1.0,0.0,0.06390711761736496,0.4482836495031617,0.4026419280024201,0.183706327483497,0.7586241883116883,0.4704707860445565,0.0,0.8480670385617889,0.7198100664767332,0.7013824168996583,0.2067427385892116,0.49140767824497256,1.0,0.0
0.03804994054696789,0.11764705882352941,0.6252101724725776,0.62521337564194,0.1712535825055946,0.16109154929577466,0.1539568345323741,0.1565588611810422,0.3645320197044335,0.4418604651162791,0.0743801652892562,0.0,1.0,0.0,0.095002523977789,0.5179539295392953,0.41242311182817387,0.16213170181935274,0.7476663961038961,0.5134510298444726,0.0,0.8133541204842756,0.6997150997150998,0.684762348555452,0.21177385892116182,0.5224862888482633,1.0,0.0
0.02318668252080856,0.1111111111111111,0.12731095033938247,0.1273215668732538,0.45161163676337795,0.5061619718309859,0.5007194244604316,0.431164451465319,0.1330049261083744,0.4883720930232558,0.19008264462809918,0.0,1.0,0.0,0.05613326602725895,0.5592818428184282,0.9736815569224564,0.17324102398969568,0.2544642857142857,0.39775115594787724,0.0,0.9159094784536308,0.7155555555555556,0.8438956197576887,0.5004668049792531,0.545642900670323,1.0,0.0
0.02437574316290131,0.12180629827688651,0.20543084460384267,0.2054346795140769,0.244670409485297,0.19102112676056338,0.17841726618705037,0.21196192395047017,0.21182266009852216,0.4046511627906977,0.06887052341597796,0.0,1.0,0.0,0.060979303382130236,0.4883694670280036,0.3794494302712514,0.19787473836741262,0.7683644480519481,0.4955863808322825,0.0,0.8510876714330954,0.731965811965812,0.7039841565703634,0.19481327800829878,0.4950639853747715,1.0,0.0
0.021997621878715814,0.10457516339869281,0.016409267420452362,0.01641176287141746,0.176082603745436,0.19102112676056338,0.1510791366906475,0.1536473976978108,0.19704433497536947,0.4186046511627907,0.0743801652892562,0.0,1.0,0.0,0.054921756688541136,0.39611562782294485,0.32772007663607944,0.1680888745773627,0.6524959415584416,0.424968474148802,0.0,0.8163016735280503,0.705565052231719,0.6528424976700838,0.16820539419087138,0.4986593540524071,1.0,0.0
0.02318668252080856,0.11289364230540701,0.19541090093349012,0.19542287641526182,0.34183973931137374,0.5070422535211268,0.4618705035971223,0.3255854367374884,0.2315270935960591,0.48372093023255813,0.19008264462809918,0.0,1.0,0.0,0.05613326602725895,0.7494354110207768,0.9392961581123324,0.1767831267106746,0.2592329545454545,0.4908575031525851,1.0,0.8864583079583931,0.7187464387464387,0.862107797452625,0.5452282157676348,0.5443022547227301,1.0,0.0
